2	1	1	2
2	1	2	2
2	1	3	2
2	1	4	2
2	1	6	2
2	1	7	2
2	1	8	2
2	1	9	2
2	1	10	2
2	1	11	2
2	1	12	3
2	1	13	2
2	1	14	2
2	1	15	3
2	1	16	3
2	1	17	2
2	1	18	2
2	1	19	2
2	1	20	2
2	1	21	3
2	1	47	2
2	1	61	3
2	1	62	3
2	1	63	3
2	1	64	3
2	1	65	4
3	1	23	2
3	1	24	2
3	1	60	2
3	1	10	2
3	1	12	3
3	1	11	2
3	1	13	2
3	1	14	2
3	1	15	3
3	1	16	3
3	1	17	2
3	1	18	2
3	1	19	2
3	1	20	2
3	1	61	3
3	1	62	3
3	1	63	3
3	1	64	3
3	1	65	4
4	1	26	2
4	1	27	2
4	1	28	2
4	1	60	2
4	1	10	2
4	1	12	3
4	1	11	2
4	1	13	2
4	1	18	2
4	1	19	2
4	1	15	3
4	1	16	3
4	1	17	2
4	1	20	2
4	1	14	2
4	1	61	3
4	1	62	3
4	1	63	3
4	1	64	3
4	1	65	4
6	1	30	2
6	1	31	2
6	1	32	2
6	1	33	2
6	1	34	2
6	1	35	2
6	1	10	2
6	1	12	3
6	1	36	2
6	1	37	2
6	1	38	2
6	1	14	2
6	1	15	3
6	1	16	3
6	1	19	2
6	1	17	2
6	1	20	2
6	1	18	2
6	1	61	3
6	1	62	3
6	1	63	3
6	1	64	3
6	1	65	4
7	1	39	2
7	1	40	2
7	1	41	2
7	1	10	2
7	1	12	3
7	1	11	2
7	1	42	2
7	1	43	2
7	1	15	3
7	1	16	3
7	1	19	2
7	1	17	2
7	1	20	2
7	1	14	2
7	1	61	3
7	1	62	3
7	1	63	3
7	1	64	3
7	1	65	4
8	1	44	3
8	1	45	2
8	1	46	2
8	1	10	2
8	1	12	3
8	1	11	2
8	1	13	2
8	1	43	2
8	1	15	3
8	1	16	3
8	1	19	2
8	1	17	2
8	1	20	2
8	1	14	2
8	1	21	3
8	1	47	2
8	1	61	3
8	1	62	3
8	1	63	3
8	1	64	3
8	1	65	4
11	1	57	2
11	1	58	2
11	1	59	2
11	1	10	2
11	1	12	3
11	1	11	2
11	1	13	2
11	1	14	2
11	1	15	3
11	1	16	3
11	1	43	2
11	1	19	2
11	1	17	2
11	1	20	2
11	1	21	3
11	1	47	2
11	1	61	3
11	1	62	3
11	1	63	3
11	1	64	3
11	1	65	4
9	1	48	2
9	1	49	2
9	1	50	2
9	1	10	2
9	1	12	3
9	1	11	2
9	1	13	2
9	1	14	2
9	1	15	3
9	1	16	3
9	1	51	2
9	1	17	2
9	1	20	2
9	1	21	3
9	1	47	2
9	1	61	3
9	1	62	3
9	1	63	3
9	1	64	3
9	1	65	4
10	1	52	3
10	1	53	2
10	1	54	2
10	1	55	2
10	1	56	2
10	1	10	2
10	1	12	3
10	1	11	2
10	1	13	2
10	1	43	2
10	1	19	2
10	1	15	3
10	1	16	3
5	1	51	2
10	1	17	2
10	1	20	2
10	1	14	2
10	1	21	3
10	1	47	2
10	1	61	3
10	1	62	3
10	1	63	3
10	1	64	3
10	1	65	4
